latitude,longitude,altitude,geometry,Name,Description
1.40230300615945,103.901262393433,0,Point,kml_1,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>LI LI CHENG SUPERMARKET (PUNGGOL) PTE. LTD.</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>273C</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>PUNGGOL PLACE</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>884</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>823273</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>NE12I65N000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>3DE8AF6E76F9D3D4</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>"
1.31423937057047,103.870914035563,0,Point,kml_2,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>SHENG SIONG SUPERMARKET PTE LTD</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>11</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>UPPER BOON KENG ROAD</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>901</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>380011</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>E73010V000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>F361759A8261CD6E</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>"
1.3733212172841,103.886365538231,0,Point,kml_3,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>COLD STORAGE SINGAPORE (1983) PTE LTD</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>683</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>HOUGANG AVENUE 8</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>903</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>530683</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>NE11909C000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>1DC69902E02077CE</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>"
1.33295872723089,103.914941831132,0,Point,kml_4,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>COLD STORAGE SINGAPORE (1983) PTE LTD</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>631</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>BEDOK RESERVOIR ROAD</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>954</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>470631</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>S02210X000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>4E2560154B58BA38</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>"
1.35345315592225,103.953009921086,0,Point,kml_5,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>YES SUPERMARKET PTE LTD</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>201B</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>TAMPINES STREET 21</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>1091</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>522201</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>S02037J000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>559A9A00D9FF8A55</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>"
1.35226231253931,103.95358649775,0,Point,kml_6,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>SUZYAMEER FROZEN PTE. LTD.</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>201D</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>TAMPINES STREET 21</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>1161</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>524201</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>NE08357A000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>1D32060098628881</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>"
1.36538421638439,103.852966963093,0,Point,kml_7,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>G8 MART PTE. LTD.</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>421</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>ANG MO KIO AVENUE 10</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>1161</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>560421</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>CE13401C000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>E83AE5A9842F67BC</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>"
1.36754924783084,103.83674063794,0,Point,kml_8,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>SHENG SIONG SUPERMARKET PTE LTD</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>233</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>ANG MO KIO AVENUE 3</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>1168</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>560233</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>CE04334P000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>08D1E417EB224327</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>"
1.35370296933733,103.890680794853,0,Point,kml_9,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>PRIME SUPERMARKET (1996) PTE LTD</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>106</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>HOUGANG AVENUE 1</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>1213</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>530106</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>S02059X000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>3DA5C840D472C779</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>"
1.43007109706807,103.842396448241,0,Point,kml_10,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>LIC_NAME</th> <td>TAN KWEE ENG</td> </tr><tr bgcolor=""""> <th>BLK_HOUSE</th> <td>327</td> </tr><tr bgcolor=""#E3E3F3""> <th>STR_NAME</th> <td>YISHUN RING ROAD</td> </tr><tr bgcolor=""""> <th>UNIT_NO</th> <td>1320</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTCODE</th> <td>760327</td> </tr><tr bgcolor=""""> <th>LIC_NO</th> <td>B02041C000</td> </tr><tr bgcolor=""#E3E3F3""> <th>INC_CRC</th> <td>FBB8A845FD8ADDC4</td> </tr><tr bgcolor=""""> <th>FMEL_UPD_D</th> <td>20171129183653</td> </tr></table></center>"
